Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,Mid,Low Income,Beginner,2,1,8.909478349812478
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,25440,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,Mid,Medium Income,Intermediate,2,0,2.5384615384615383
48,No,Travel_Frequently,164,Research & Development,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,17174,3376,3,Y,No,11,3,2,80,1,24,3,3,20,11,4,7,Veteran,High Income,Expert,8,0,11.582275532782113
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,Senior,Medium Income,Intermediate,4,0,2.486886548778065
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,22,4,2,80,1,5,2,3,5,2,3,0,Mid,Low Income,Beginner,4,1,17.334633723450366
54,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0,Veteran,Low Income,Beginner,2,0,15.865481252415925
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3,Senior,Medium Income,Experienced,3,0,10.315870710005449
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,25440,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,Senior,Medium Income,Experienced,3,0,6.276348736626451
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,83,3,3,Research Director,1,Married,13348,14842,8,Y,No,13,3,2,80,1,18,3,4,13,7,5,7,Senior,High Income,Experienced,8,0,3.7491759065028467
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,Sales Executive,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,Mid,High Income,Intermediate,3,1,11.519064256418046
34,No,Travel_Rarely,735,Sales,3,1,Medical,1,1915,4,Female,75,2,2,Sales Executive,4,Married,8103,16495,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1,Mid,High Income,Intermediate,2,1,7.734110823151919
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,1,2,2,2,2,2,Mid,Medium Income,Beginner,3,0,4.513826043237808
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,Mid,Low Income,Intermediate,8,0,6.930817610062893
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3,Senior,Medium Income,Experienced,2,0,2.3521948508983144
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,Mid,Medium Income,Intermediate,2,0,6.822489520685256
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,Mid,High Income,Intermediate,2,1,6.963271875914545
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,2097,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,Mid,Low Income,Beginner,1,0,16.768717215069145
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,1,Female,33,1,2,Sales Executive,3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2,Senior,Medium Income,Intermediate,3,0,12.243375174337517
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,Mid,Low Income,Intermediate,2,0,5.492362982929021
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,25440,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,10,Mid,Medium Income,Experienced,8,1,17.740038280842178
28,Yes,Travel_Rarely,1425,Sales,13,2,Marketing,1,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,1,3,2,0,2,2,Mid,High Income,Intermediate,4,1,12.514816318246398
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,3376,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,Veteran,Medium Income,Experienced,3,0,8.829156758734223
54,No,Travel_Rarely,1425,Sales,11,4,Marketing,1,1935,4,Female,89,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,1,0,0,0,Veteran,Medium Income,Intermediate,2,0,7.358736059479554
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,22,4,4,80,1,10,3,3,10,0,7,9,Senior,Medium Income,Intermediate,9,0,6.4413706076490005
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,4,Female,58,2,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7,Senior,Low Income,Experienced,2,1,13.688232536333803
54,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,4,Female,72,3,4,Manager,4,Married,17856,11761,4,Y,Yes,13,3,3,80,1,28,2,2,1,0,0,0,Veteran,High Income,Expert,4,1,16.060035842293907
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,Mid,Low Income,Intermediate,1,1,11.611842105263158
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,1,4,5,2,0,3,Senior,Medium Income,Intermediate,1,0,6.595996646405366
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,2,Male,42,3,4,Research Director,4,Married,17856,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3,Veteran,High Income,Expert,8,0,1.5600358422939067
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,2,Male,77,3,2,Sales Executive,4,Divorced,5087,3376,3,Y,Yes,12,3,3,80,2,14,4,3,1,0,0,0,Senior,Medium Income,Experienced,2,1,12.965795164143897
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Mid,Low Income,Beginner,1,0,14.49283967865875
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4,Mid,Medium Income,Intermediate,2,0,10.798237727027512
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,49,3,1,Research Scientist,3,Single,2144,3376,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,Mid,Low Income,Beginner,2,0,12.664179104477611
31,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,Mid,Low Income,Beginner,3,1,9.762642740619903
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,Senior,Low Income,Beginner,1,0,8.058718861209965
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,1,Male,33,3,3,Sales Executive,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1,Mid,High Income,Experienced,5,0,1.5113268608414239
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1,Mid,High Income,Intermediate,4,0,7.659017153453871
26,No,Travel_Rarely,164,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,5,2,7,7,7,6,Mid,Low Income,Intermediate,8,0,3.987966515521451
29,No,Travel_Rarely,164,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,Mid,Medium Income,Intermediate,2,0,2.361157640052112
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,5,3,5,1,1,2,Mid,High Income,Intermediate,3,0,8.999925003749812
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,4,2,80,0,10,5,3,10,8,8,7,Mid,Medium Income,Intermediate,10,0,2.4988007195682593
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,3,Male,33,2,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,Mid,Low Income,Intermediate,1,0,12.724757076468103
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,Senior,Low Income,Experienced,1,0,3.9989503149055285
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9,Mid,Medium Income,Intermediate,2,1,10.421598770176788
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,Mid,Medium Income,Intermediate,2,0,6.93605359317905
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,22,4,2,80,0,8,1,3,1,0,0,0,Mid,High Income,Intermediate,2,0,3.533164583118091
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,Mid,Medium Income,Intermediate,2,1,19.780309773900658
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,Veteran,High Income,Experienced,5,1,17.957120980091883
54,No,Travel_Rarely,164,Research & Development,9,2,Life Sciences,1,1968,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,5,2,4,3,2,3,Veteran,Low Income,Intermediate,4,0,7.951846738004832
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1968,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8,Mid,Medium Income,Intermediate,4,0,5.1756032171581765
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1968,1,Male,33,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,Senior,High Income,Intermediate,3,0,6.83155792276964
38,No,Travel_Frequently,1425,Human Resources,1,4,Other,1,1968,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2,Senior,Low Income,Intermediate,2,1,8.843363423604146
54,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1968,3,Male,71,4,4,Manager,2,Married,17856,25440,4,Y,Yes,18,3,1,80,1,28,1,3,10,9,1,4,Veteran,High Income,Expert,5,1,18.560035842293907
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1968,4,Female,59,1,1,Laboratory Technician,4,Divorced,2097,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,Mid,Low Income,Beginner,1,1,10.768717215069145
39,No,Travel_Rarely,164,Sales,15,4,Marketing,1,1968,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,9,10,Senior,High Income,Expert,13,0,8.24956899782625
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1968,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,Senior,Medium Income,Experienced,5,0,13.808402585410896
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1968,3,Female,40,3,3,Research Director,3,Married,11031,25440,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,Mid,High Income,Experienced,7,0,5.9065361254646
54,No,Travel_Rarely,164,Research & Development,10,3,Medical,1,1968,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,Veteran,Medium Income,Intermediate,3,1,12.252252252252251
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1968,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2,Young,Medium Income,Beginner,3,0,2.6659085986571367
24,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1968,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,5,4,5,2,1,4,Young,Low Income,Beginner,2,0,9.777861730260673
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1968,4,Female,73,3,2,Laboratory Technician,3,Married,6323,25440,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,Senior,Medium Income,Intermediate,11,0,7.081527755812115
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1968,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,Senior,Medium Income,Experienced,7,0,2.761493746697199
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1968,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,Young,Low Income,Intermediate,2,0,5.572473708276178
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1968,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,5,2,12,8,1,7,Mid,Medium Income,Experienced,2,0,3.1680896478121663
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1968,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2,Young,Medium Income,Intermediate,1,1,8.514458134272065
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1968,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,22,4,2,80,0,25,3,3,17,11,9,10,Veteran,High Income,Expert,12,0,13.65834588208039
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1968,2,Male,59,2,1,Laboratory Technician,3,Divorced,2097,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,Mid,Low Income,Beginner,1,0,5.268717215069146
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1968,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,11,5,8,Senior,Medium Income,Experienced,7,0,2.7522522522522523
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1968,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,Mid,Low Income,Beginner,2,0,4.2605151613955
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1968,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7,Senior,Medium Income,Intermediate,9,0,4.8793459875963165
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1968,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2,Senior,Medium Income,Intermediate,3,1,15.848428835489834
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1968,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0,Senior,Low Income,Experienced,2,0,4.094536304816678
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,1968,3,Female,97,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,10,Veteran,High Income,Experienced,8,0,1.3363301831563101
35,No,Travel_Rarely,1425,Research & Development,11,4,Medical,1,1968,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2,Mid,Low Income,Beginner,3,1,14.259398496240602
24,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,1968,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,Young,Low Income,Beginner,2,0,3.462962962962963
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,1968,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8,Mid,Medium Income,Intermediate,2,0,6.461553550411926
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,1968,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,5,3,9,7,8,1,Mid,Medium Income,Intermediate,10,1,14.550020500205003
32,No,Travel_Rarely,267,Research & Development,26,4,Life Sciences,1,1968,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,Mid,Low Income,Intermediate,5,0,16.52485019386676
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,1968,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0,Senior,Low Income,Intermediate,1,0,4.656275976724855
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,1968,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,Mid,Low Income,Beginner,3,0,4.907227853680035
39,No,Travel_Rarely,164,Research & Development,24,1,Life Sciences,1,1968,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,Senior,Medium Income,Experienced,3,0,14.43427458617332
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,1968,2,Female,97,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,11,1,10,Senior,High Income,Experienced,4,0,5.75723156141148
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,1968,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7,Mid,High Income,Experienced,8,0,1.459508731529457
37,No,Travel_Rarely,164,Research & Development,10,3,Life Sciences,1,1968,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,22,4,1,80,1,16,2,3,16,11,6,8,Senior,High Income,Experienced,9,1,10.727590221187427
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,1968,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4,Young,Medium Income,Intermediate,2,1,11.037905033625433
52,No,Non-Travel,585,Sales,26,4,Life Sciences,1,1968,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0,Veteran,Low Income,Experienced,1,0,15.871912693854107
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,1968,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2,Senior,Low Income,Intermediate,2,1,9.605090311986864
24,No,Travel_Rarely,501,Sales,5,1,Medical,1,1968,3,Male,58,3,1,Sales Representative,1,Single,2380,25440,1,Y,Yes,11,3,4,80,0,2,5,3,2,2,1,2,Young,Low Income,Beginner,2,1,11.701680672268907
39,No,Non-Travel,164,Research & Development,9,3,Life Sciences,1,1968,4,Male,87,3,4,Manager,4,Single,17856,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3,Senior,High Income,Expert,5,0,5.060035842293907
24,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,1968,4,Male,33,3,1,Sales Representative,1,Married,2097,25440,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0,Young,Low Income,Beginner,2,0,9.268717215069145
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,1968,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4,Senior,High Income,Intermediate,6,0,2.8082155939298796
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,1968,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,Senior,Medium Income,Experienced,2,0,3.948937828883259
54,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,1968,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,25440,1,Y,No,21,4,1,80,1,13,2,2,13,11,1,9,Veteran,Medium Income,Experienced,3,0,2.0857913098636223
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1968,1,Male,36,3,1,Research Scientist,4,Married,4787,25440,8,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,Mid,Medium Income,Beginner,3,1,7.588991017338625
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1968,1,Male,56,3,4,Manager,3,Married,17856,17312,5,Y,No,11,3,1,80,0,24,2,2,20,6,4,10,Senior,High Income,Expert,8,0,1.5600358422939067
54,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,1968,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8,Veteran,Low Income,Experienced,10,0,7.775331338178709
41,No,Travel_Rarely,582,Research & Development,26,4,Life Sciences,1,1968,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,22,4,3,80,1,21,3,3,20,7,0,10,Senior,High Income,Expert,4,0,13.736919675755342
34,No,Travel_Rarely,704,Sales,26,3,Marketing,1,1968,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7,Mid,High Income,Intermediate,3,0,14.489868891537544
36,No,Non-Travel,301,Sales,15,4,Marketing,1,1968,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,Y,No,22,4,1,80,1,15,4,2,15,11,9,10,Senior,Medium Income,Experienced,11,0,9.349796522382539
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,1968,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4,Senior,High Income,Experienced,2,0,2.6188185276348177
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,1968,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2,Mid,Low Income,Beginner,2,0,5.1000410004100045
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,1968,3,Female,33,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7,Mid,High Income,Intermediate,4,1,19.131605748557202
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,1968,1,Female,97,3,2,Sales Executive,4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9,Senior,Medium Income,Intermediate,3,0,6.87160771102377
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,1968,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1,Veteran,High Income,Experienced,2,0,1.9863258026159334
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,1968,2,Female,97,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0,Senior,High Income,Intermediate,2,0,7.003307276007216
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,1968,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1,Senior,Medium Income,Intermediate,2,0,12.061855670103093
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,1968,3,Male,52,2,1,Research Scientist,3,Single,2809,3376,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2,Senior,Low Income,Intermediate,3,0,4.55998576005696
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,1968,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2,Mid,Medium Income,Intermediate,2,1,15.757778168395149
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,1968,3,Female,97,3,1,Research Scientist,3,Married,2097,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2,Senior,Low Income,Experienced,1,0,5.768717215069146
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,1968,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,Mid,Low Income,Beginner,2,0,3.859086328518643
